genre,avg_sentiment,sentiment_std,review_count,avg_confidence,sarcasm_rate,sentiment_range
action,0.047862913675596655,0.514677860590144,777,0.3792863993941433,0.5817245817245817,1.029355721180288
comedy,0.0281190978618091,0.42629958332673495,1218,0.286496504511798,0.5517241379310345,0.8525991666534699
drama,0.02550201006682787,0.412702602643286,434,0.27845565254644317,0.5829493087557603,0.825405205286572
fantasy,0.006559675263828704,0.5298355622675858,45,0.39158145614465073,0.5111111111111111,1.0596711245351715
horror,0.11449544108299647,0.5957678993125151,272,0.48951136401961837,0.6580882352941176,1.1915357986250301
romance,0.023313994962028073,0.3566975407410906,817,0.22304659054337692,0.5373317013463892,0.7133950814821812
sci-fi,-0.04441758866445805,0.425231731933127,123,0.2882413652456873,0.6097560975609756,0.850463463866254
thriller,0.03456958937396713,0.5254279151824276,461,0.3966912550224917,0.527114967462039,1.0508558303648552
unknown,-0.04532682990284346,0.472522811847699,853,0.3371629101719694,0.43024618991793667,0.945045623695398
